year,session,code,unit,max_mark,a*,a,b,c,d,e,u
2021,Jan,WHI04,"1A - The Making of Modern Europe, 1805–71",50,34.0,30,26,22,19,16,0
2021,Jan,WHI04,"1B - The World in Crisis, 1879–1945",50,34.0,30,26,22,19,16,0
2021,Jan,WHI04,"1C - The World Divided: Superpower Relations, 1943–90",50,34.0,30,26,22,19,16,0
2021,Jan,WHI04,"1D - The Cold War and Hot War in Asia, 1945–90",50,34.0,30,26,22,19,16,0
2021,Jan,WMA11,Mathematics : Pure Maths P1 (New),75,,51,40,30,20,10,0
2021,Jan,WMA12,Mathematics : Pure Maths P2 (New),75,,55,43,31,20,9,0
2021,Jan,WMA13,Mathematics: Pure Maths P3 (New),75,64.0,53,42,31,20,9,0
2021,Jan,WMA14,Mathematics: Pure Maths P4 (New),75,64.0,53,41,30,19,8,0
2021,Jan,WME01,Mechanics M1,75,,49,38,27,16,6,0
2021,Jan,WME02,Mechanics M2,75,58.0,48,38,28,18,8,0
2021,Jan,WME03,Mechanics M3,75,61.0,52,42,33,24,15,0
2021,Jan,WPH11,Unit 1: Mechanics and Materials,80,,37,33,29,25,22,0
2021,Jan,WPH12,Unit 2: Waves and Electricity,80,,42,37,32,27,23,0
2021,Jan,WPH13,Unit 3: Practical Skills in Physics I,50,,27,24,21,18,16,0
2021,Jan,WPH14,"Unit 4: Further Mechanics, Fields and Particles",90,64.0,55,48,41,34,28,0
2021,Jan,WPH16,Unit 6: Practical skills in Physics II,50,34.0,29,25,21,17,14,0
2021,Jan,WPS01,Social and cognitive psychology,64,,24,20,16,12,8,0
2021,Jan,WPS02,"Biological psychology, learning theories and development",96,,40,32,24,17,10,0
2021,Jan,WPS03,Applications of Psychology,64,38.0,31,24,18,12,6,0
2021,Jan,WPS04,Clinical Psychology and Psychological Skills,96,45.0,37,29,22,15,8,0
2021,Jan,WSP01,Spoken Expression and Response,40,,29,25,21,17,13,0
2021,Jan,WSP02,Understanding and Written Response,90,,69,59,49,39,29,0
2021,Jan,WSP03,Understanding and Spoken Response,40,32.0,28,23,19,15,11,0
2021,Jan,WSP04,"Research, Understanding and Written Response",90,76.0,65,53,41,29,18,0
2021,Jan,WST01,Statistics S1,75,,44,35,26,17,9,0
2021,Jan,WST02,Statistics S2,75,57.0,47,37,28,19,10,0
2021,Jan,WST03,Statistics S3,75,64.0,55,44,34,24,14,0
2021,Oct,WAA01,Understanding and Written Response,80,,47,38,29,20,12,0
2021,Oct,WAA02,"Research, Writing and Research",80,56.0,47,39,32,25,18,0
2021,Oct,WAC11,Unit 1: The Accounting System and Costing,200,,101,81,62,43,24,0
2021,Oct,WAC12,Unit 2: Corporate and Management Accounting,200,128.0,98,81,64,47,31,0
2021,Oct,WBI11,"Unit 1: Molecules, Diet, Transport and Health",80,,37,31,26,21,16,0
2021,Oct,WBI12,"Unit 2: Cells, Development, Biodiversity and Conservation",80,,38,32,26,21,16,0
2021,Oct,WBI13,Unit 3: Practical Skills in Biology I,50,,27,23,19,16,13,0
2021,Oct,WBI14,"Unit 4: Energy, Environment, Microbiology and Immunity",90,54.0,45,37,29,21,14,0
2021,Oct,WBI15,"Unit 5: Respiration, Internal Environment, Coordination and",90,50.0,41,34,27,20,13,0
2021,Oct,WBI16,Unit 6: Practical Skills in Biology II,50,42.0,39,32,25,19,13,0
2021,Oct,WBS11,Marketing and People,80,,43,36,29,22,15,0
2021,Oct,WBS12,Managing business activities,80,,46,38,30,23,16,0
2021,Oct,WBS13,Unit 3: Business decisions and strategy,80,61.0,55,46,37,28,19,0
2021,Oct,WBS14,Unit 4: Global business,80,63.0,56,47,39,31,23,0
2021,Oct,WCH11,"Structure, Bonding and Introduction to Organic Chemistry",80,,51,43,36,29,22,0
2021,Oct,WCH12,"Energetics, Group Chemistry, Halogenoalkanes and Alcohols",80,,45,38,31,25,19,0
2021,Oct,WCH13,Practical Skills in Chemistry I,50,,27,23,19,15,12,0
2021,Oct,WCH14,"Rates, Equilibria and Further Organic Chemistry",90,71.0,59,49,39,29,19,0
2021,Oct,WCH15,Transition Metals and Organic Nitrogen Chemistry,90,60.0,48,40,32,24,16,0
2021,Oct,WCH16,Practical Skills in Chemistry II,50,41.0,34,28,22,17,12,0
2021,Oct,WDM11,Mathematics: Decision D1,75,,46,38,30,22,14,0
2021,Oct,WEC11,Markets in Action,80,,50,42,35,28,21,0
2021,Oct,WEC12,Macroeconomic performance and policy,80,,50,42,34,27,20,0
2021,Oct,WEC13,Business Behaviour,80,53.0,44,36,28,21,14,0
2021,Oct,WEC14,Developments in the Global Economy,80,61.0,52,45,38,31,24,0
2021,Oct,WFM01,Further Pure Mathematics F1,75,,50,43,36,29,22,0
2021,Oct,WFM02,Further Pure Mathematics F2,75,55.0,42,33,25,17,9,0
2021,Oct,WFM03,Further Pure Mathematics F3,75,64.0,53,41,30,19,8,0
2021,Oct,WIT11,Unit 1 - International Advanced Subsidiary Level,80,,30,23,17,11,5,0
2021,Oct,WIT12,Unit 2 - International Advanced Subsidiary Level,80,,38,29,21,13,5,0
2021,Oct,WIT13,Unit 3 - International Advanced Level,80,41.0,33,26,19,12,5,0
2021,Oct,WIT14,Unit 4 - International Advanced Level,80,42.0,34,26,19,12,5,0
2021,Oct,WMA11,Mathematics: Pure Maths P1,75,,48,39,30,21,12,0
2021,Oct,WMA12,Mathematics: Pure Maths P2,75,,51,40,29,18,8,0
2021,Oct,WMA13,Mathematics: Pure Maths P3,75,63.0,50,39,28,18,8,0
2021,Oct,WMA14,Mathematics: Pure Maths P4,75,64.0,53,42,31,20,9,0
2021,Oct,WME01,Mechanics M1,75,,46,36,26,16,6,0
2021,Oct,WME02,Mechanics M2,75,58.0,48,38,28,18,9,0
2021,Oct,WME03,Mechanics M3,75,55.0,45,35,26,17,8,0
2021,Oct,WPH11,Unit 1: Mechanics and Materials,80,,38,34,30,27,24,0
2021,Oct,WPH12,Unit 2: Waves and Electricity,80,,42,37,32,28,24,0
2021,Oct,WPH13,Unit 3: Practical Skills in Physics I,50,,28,25,22,20,18,0
2021,Oct,WPH14,"Unit 4: Further Mechanics, Fields and Particles",90,66.0,55,49,43,37,31,0
2021,Oct,WPH15,"Unit 5: Thermodynamics, Radiation, Oscillations and Cosmology",90,65.0,54,49,44,39,34,0
2021,Oct,WPH16,Unit 6: Practical Skills in Physics II,50,35.0,29,25,22,19,16,0
2021,Oct,WST01,Statistics S1,75,,37,29,21,14,7,0
2021,Oct,WST02,Statistics S2,75,59.0,49,39,30,21,12,0
2021,Oct,WST03,Statistics S3,75,62.0,53,43,33,24,15,0
2022,Jan,WAA01,Understanding and Written Response,80,,46,37,28,20,12,0
2022,Jan,WAA02,"Research, Writing and Research",80,56.0,46,39,32,25,18,0
2022,Jan,WAC11,Unit 1: The Accounting System and Costing,200,,101,81,62,43,24,0
2022,Jan,WAC12,Unit 2: Corporate and Management Accounting,200,128.0,98,81,64,47,31,0
2022,Jan,WBI11,"Unit 1: Molecules, Diet, Transport and Health",80,,37,31,26,21,16,0
2022,Jan,WBI12,"Unit 2: Cells, Development, Biodiversity and Conservation",80,,38,32,26,21,16,0
2022,Jan,WBI13,Unit 3: Practical Skills in Biology I,50,,29,25,21,18,15,0
2022,Jan,WBI14,"Unit 4: Energy, Environment, Microbiology and Immunity",90,54.0,45,37,29,22,15,0
2022,Jan,WBI15,"Unit 5: Respiration, Internal Environment, Coordination and",90,54.0,45,37,29,21,13,0
2022,Jan,WBI16,Unit 6: Practical Skills in Biology II,50,43.0,40,33,26,19,13,0
2022,Jan,WBS11,Marketing and People,80,,43,36,29,22,15,0
2022,Jan,WBS12,Managing business activities,80,,46,38,30,23,16,0
2022,Jan,WBS13,Unit 3: Business decisions and strategy,80,61.0,55,46,37,28,19,0
2022,Jan,WBS14,Unit 4: Global business,80,62.0,55,47,39,31,23,0
2022,Jan,WCH11,"Structure, Bonding and Introduction to Organic Chemistry",80,,52,44,37,30,23,0
2022,Jan,WCH12,"Energetics, Group Chemistry, Halogenoalkanes and Alcohols",80,,43,36,30,24,18,0
2022,Jan,WCH13,Practical Skills in Chemistry I,50,,26,21,17,13,9,0
2022,Jan,WCH14,"Rates, Equilibria and Further Organic Chemistry",90,71.0,59,49,39,29,20,0
2022,Jan,WCH15,Transition Metals and Organic Nitrogen Chemistry,90,64.0,52,43,35,27,19,0
2022,Jan,WCH16,Practical Skills in Chemistry II,50,40.0,33,27,22,17,12,0
2022,Jan,WDM11,Mathematics: Decision D1,75,,46,38,30,22,14,0
2022,Jan,WEC11,Markets in Action,80,,50,42,35,28,21,0
2022,Jan,WEC12,Macroeconomic performance and policy,80,,50,42,34,27,20,0
2022,Jan,WEC13,Business Behaviour,80,53.0,44,36,28,21,14,0
2022,Jan,WEC14,Developments in the Global Economy,80,61.0,52,45,38,31,24,0
2022,Jan,WEN01,Language: Context and Identity,50,,33,28,23,18,13,0
2022,Jan,WEN02,Language in Transition,50,,26,21,17,13,9,0
2022,Jan,WEN03,Crafting Language (Writing),50,34.0,27,22,17,12,7,0
2022,Jan,WEN04,Investigating Language,50,34.0,27,22,17,12,7,0
2022,Jan,WET01,Post-2000 Poetry and Prose,50,,29,24,20,16,12,0
2022,Jan,WET02,Drama,50,,33,28,23,18,14,0
2022,Jan,WET03,Poetry and Prose,50,36.0,29,24,19,14,10,0
2022,Jan,WET04,Shakespeare and Pre-1900 Poetry,50,35.0,31,26,21,17,13,0
2022,Jan,WFM01,Further Pure Mathematics F1,75,,50,43,36,29,22,0
2022,Jan,WFM02,Further Pure Mathematics F2,75,59.0,46,37,28,20,12,0
2022,Jan,WFM03,Further Pure Mathematics F3,75,64.0,53,41,30,19,8,0
2022,Jan,WFR01,Spoken Expression and Response,40,,30,25,20,16,12,0
2022,Jan,WFR02,Understanding and Written Response,90,,59,50,42,34,26,0
2022,Jan,WFR03,Understanding and Spoken Response,40,35.0,28,24,20,16,13,0
2022,Jan,WFR04,"Research, Understanding and Written Response",90,72.0,60,50,40,31,22,0
2022,Jan,WGE01,Global Challenges,90,,57,50,43,37,31,0
2022,Jan,WGE02,Geographical Investigations,60,,44,38,32,26,20,0
2022,Jan,WGE03,Contested Planet,90,62.0,54,45,36,28,20,0
2022,Jan,WGE04,Researching Geography,60,50.0,44,37,30,23,17,0
2022,Jan,WGK01,Understanding and Written Response,80,,58,50,42,35,28,0
2022,Jan,WGK02,Writing and Research,80,68.0,58,50,43,36,29,0
2022,Jan,WGN01,Spoken Expression and Response,40,,27,22,18,14,10,0
2022,Jan,WGN02,Understanding and Written Response,90,,41,34,27,20,14,0
2022,Jan,WGN03,Understanding and Spoken Response,40,34.0,29,25,21,18,15,0
2022,Jan,WGN04,"Research, Understanding and Written Response",90,68.0,51,43,36,29,22,0
2022,Jan,WHI01,"A - France in Revolution, 1774-99",50,,36,31,26,21,16,0
2022,Jan,WHI01,"B - Russia in Revolution, 1881-1917",50,,36,31,26,21,16,0
2022,Jan,WHI01,"C - Germany, 1918-45",50,,36,31,26,21,16,0
2022,Jan,WHI01,"D - Britain, 1964-90",50,,36,31,26,21,16,0
2022,Jan,WHI02,"A - India, 1857-1948: The Raj to Partition",50,,29,25,22,19,16,0
2022,Jan,WHI02,"B - China, 1900-76",50,,29,25,22,19,16,0
2022,Jan,WHI02,"C - Russia, 1917-91: From Lenin to Yeltsin",50,,29,25,22,19,16,0
2022,Jan,WHI02,"D - South Africa, 1948-2014",50,,29,25,22,19,16,0
2022,Jan,WHI03,"A - The USA, Independence to Civil War, 1763–1865",50,32.0,29,26,23,20,17,0
2022,Jan,WHI03,"B - The British Experience of Warfare, 1803–1945",50,32.0,29,26,23,20,17,0
2022,Jan,WHI03,"C - Germany: United, Divided and Reunited, 1870–1990",50,32.0,29,26,23,20,17,0
2022,Jan,WHI03,"D - Civil Rights and Race Relations in the USA, 1865–2009",50,32.0,29,26,23,20,17,0
2022,Jan,WHI04,"A - The Making of Modern Europe, 1805–71",50,34.0,30,26,23,20,17,0
2022,Jan,WHI04,"B - The World in Crisis, 1879–1945",50,34.0,30,26,23,20,17,0
2022,Jan,WHI04,"C - The World Divided: Superpower Relations, 1943–90",50,34.0,30,26,23,20,17,0
2022,Jan,WMA11,Mathematics: Pure Maths P1,75,,48,39,30,21,12,0
2022,Jan,WMA12,Mathematics: Pure Maths P2,75,,51,40,29,18,8,0
2022,Jan,WMA13,Mathematics: Pure Maths P3,75,63.0,50,39,28,18,8,0
2022,Jan,WMA14,Mathematics: Pure Maths P4,75,64.0,53,42,31,20,9,0
2022,Jan,WME01,Mechanics M1,75,,46,36,26,16,6,0
2022,Jan,WME02,Mechanics M2,75,58.0,48,38,28,18,9,0
2022,Jan,WME03,Mechanics M3,75,58.0,48,38,28,19,10,0
2022,Jan,WPH11,Unit 1: Mechanics and Materials,80,,39,35,31,27,24,0
2022,Jan,WPH12,Unit 2: Waves and Electricity,80,,42,37,32,28,24,0
2022,Jan,WPH13,Unit 3: Practical Skills in Physics I,50,,28,25,22,19,17,0
2022,Jan,WPH14,"Unit 4: Further Mechanics, Fields and Particles",90,66.0,55,49,43,37,32,0
2022,Jan,WPH15,"Unit 5: Thermodynamics, Radiation, Oscillations and Cosmology",90,65.0,54,49,44,39,34,0
2022,Jan,WPH16,Unit 6: Practical Skills in Physics II,50,35.0,29,25,22,19,16,0
2022,Jan,WPS01,Social and cognitive psychology,64,,19,15,12,9,6,0
2022,Jan,WPS02,"Biological psychology, learning theories and development",96,,36,29,23,17,11,0
2022,Jan,WPS03,Applications of Psychology,64,35.0,29,23,18,13,8,0
2022,Jan,WPS04,Clinical Psychology and Psychological Skills,96,43.0,35,29,23,18,13,0
2022,Jan,WSP01,Spoken Expression and Response,40,,29,25,21,17,14,0
2022,Jan,WSP02,Understanding and Written Response,90,,70,59,49,39,29,0
2022,Jan,WSP03,Understanding and Spoken Response,40,31.0,27,23,19,15,11,0
2022,Jan,WSP04,"Research, Understanding and Written Response",90,74.0,66,55,44,33,23,0
2022,Jan,WST01,Statistics S1,75,,37,29,21,14,7,0
2022,Jan,WST02,Statistics S2,75,59.0,49,39,30,21,12,0
2022,Jan,WST03,Statistics S3,75,62.0,53,43,33,24,15,0
2022,Jun,WAA01,Unit 1: Understanding and Written Response,80,,49,41,33,25,18,0
2022,Jun,WAA02,Unit 2: Writing and Research,80,63.0,57,48,39,31,23,0
2022,Jun,WAC11,Unit 1: The Accounting System and Costing,200,,102,83,64,45,26,0
2022,Jun,WAC12,Unit 2: Corporate and Management Accounting,200,157.0,127,106,85,64,43,0
2022,Jun,WBI11,"Unit 1: Molecules, Diet, Transport and Health",80,,37,32,27,23,19,0
2022,Jun,WBI12,"Unit 2: Cells, Development, Biodiversity and Conservation",80,,45,41,37,33,29,0
2022,Jun,WBI13,Unit 3: Practical Skills in Biology I,50,,31,26,22,18,14,0
2022,Jun,WBI14,"Unit 4: Energy, Environment, Microbiology and Immunity",90,45.0,39,36,33,30,28,0
2022,Jun,WBI15,"Unit 5: Respiration, Internal Environment, Coordination and Gene",90,46.0,39,35,31,27,23,0
2022,Jun,WBI16,Unit 6: Practical Skills in Biology II,50,36.0,31,26,21,16,11,0
2022,Jun,WBS11,Unit 1: Marketing and People,80,,50,44,38,32,27,0
2022,Jun,WBS12,Unit 2: Managing Business Activities,80,,41,35,30,25,20,0
2022,Jun,WBS13,Unit 3: Business Decisions And Strategy,80,50.0,41,35,29,23,18,0
2022,Jun,WBS14,Unit 4: Global Business,80,51.0,41,35,29,23,17,0
2022,Jun,WCH11,"Unit 1: Structure, Bonding and Introducttion to Organic Chemistry",80,,46,40,34,28,22,0
2022,Jun,WCH12,"Unit 2: Energetics, Group Chemistry, Halogenoalkanes and Alcohol",80,,48,40,33,26,19,0
2022,Jun,WCH13,Unit 3: Practical Skills in Chemistry I,50,,27,23,19,15,11,0
2022,Jun,WCH14,"Unit 4: Rates, Equilibria and Further Organic Chemistry",90,73.0,59,50,41,33,25,0
2022,Jun,WCH15,Unit 5: Transition Metals and Organic Nitrogen Chemistry,90,58.0,44,37,30,23,17,0
2022,Jun,WCH16,Unit 6: Practical Skills in Chemistry II,50,35.0,26,22,18,14,10,0
2022,Jun,WDM11,D1: Decision Mathematics 1,75,,46,40,34,29,24,0
2022,Jun,WEC11,Unit 1: Markets in Action,80,,53,46,39,33,27,0
2022,Jun,WEC12,Unit 2: Macroeconomic Performance and Policy,80,,50,43,36,29,23,0
2022,Jun,WEC13,Unit 3: Business Behaviour,80,57.0,50,43,37,31,25,0
2022,Jun,WEC14,Unit 4: Developments in the Global Economy,80,61.0,53,46,39,33,27,0
2022,Jun,WEN01,Unit 1: Language: Context and Identity,50,,32,27,22,18,14,0
2022,Jun,WEN02,Unit 2: Language in Transition,50,,28,24,20,16,12,0
2022,Jun,WEN03,Unit 3: Crafting Language (Writing),50,37.0,29,24,19,14,10,0
2022,Jun,WEN04,Unit 4: Investigating Language,50,34.0,27,22,18,14,10,0
2022,Jun,WET01,Unit 1: Post-2000 Poetry and Prose,50,,30,26,22,18,14,0
2022,Jun,WET02,Unit 2: Drama,50,,32,27,22,17,13,0
2022,Jun,WET03,Unit 3: Poetry and Prose,50,35.0,30,26,22,18,14,0
2022,Jun,WET04,Unit 4: Shakespeare and Pre-1900 Poetry,50,38.0,34,29,25,21,17,0
2022,Jun,WFM01,FP1: Further Pure Mathematics 1,75,,47,40,34,28,22,0
2022,Jun,WFM02,FP2: Further Pure Mathematics 2,75,70.0,65,55,46,37,28,0
2022,Jun,WFM03,FP3: Further Pure Mathematics 3,75,50.0,39,33,27,22,17,0
2022,Jun,WFR01,Unit 1: Spoken Expression and Response,40,,34,29,25,21,17,0
2022,Jun,WFR02,Unit 2: Understanding and Written Response,90,,70,62,55,48,41,0
2022,Jun,WFR03,Unit 3: Understanding and Spoken Response,40,37.0,31,26,21,16,11,0
2022,Jun,WFR04,"Unit 4: Research, Understanding and Written Response",90,81.0,72,61,50,40,30,0
2022,Jun,WGE01,Unit 1: Global Challenges,90,,54,48,42,36,30,0
2022,Jun,WGE02,Unit 2: Geographical Investigations,60,,44,38,32,27,22,0
2022,Jun,WGE03,Unit 3: Contested Planet,90,62.0,56,48,40,32,25,0
2022,Jun,WGE04,Unit 4: Researching Geography,60,49.0,43,35,27,19,11,0
2022,Jun,WGK01,Unit 1: Understanding and Written Response,80,,58,52,46,40,34,0
2022,Jun,WGK02,Unit 2: Writing and Research,80,66.0,58,51,44,37,30,0
2022,Jun,WGN01,Unit 1: Spoken Expression and Response,40,,31,27,23,19,15,0
2022,Jun,WGN02,Unit 2: Understanding and Written Response,90,,73,65,57,49,42,0
2022,Jun,WGN03,Unit 3: Understanding and Spoken Response,40,37.0,33,29,25,21,18,0
2022,Jun,WGN04,"Unit 4: Research, Understanding and Written Response",90,71.0,64,54,45,36,27,0
2022,Jun,WHI01,"1A: France in Revolution, 1774-99",50,,38,33,28,23,18,0
2022,Jun,WHI01,"1B: Russia in Revolution, 1881-1917",50,,38,33,28,23,18,0
2022,Jun,WHI01,"1C: Germany, 1918-45",50,,38,33,28,24,20,0
2022,Jun,WHI01,"1D: Britain, 1964-90",50,,38,33,28,23,18,0
2022,Jun,WHI02,"1A: India, 1857-1948: The Raj to Partition",50,,32,28,25,22,19,0
2022,Jun,WHI02,"1B: China, 1900-76",50,,31,28,25,22,19,0
2022,Jun,WHI02,"1C: Russia, 1917-91: From Lenin to Yeltsin",50,,32,28,24,21,18,0
2022,Jun,WHI02,"1D: South Africa, 1948-2014",50,,31,28,25,22,19,0
2022,Jun,WHI03,"1A: The USA, Independence to Civil War, 1763-1865",50,35.0,30,27,24,21,19,0
2022,Jun,WHI03,"1B: The British Experience of Warfare, 1803-1945",50,34.0,31,27,24,21,18,0
2022,Jun,WHI03,"1C: Germany: United, Divided and Reunited, 1870-1990",50,35.0,31,28,25,22,19,0
2022,Jun,WHI03,"1D: Civil Rights and Race Relations in the USA,1 865-2009",50,35.0,31,27,24,21,18,0
2022,Jun,WHI04,"1A: The Making of Modern Europe, 1805-71",50,36.0,32,28,25,22,19,0
2022,Jun,WHI04,"1B: The World in Crisis, 1879-1945",50,36.0,32,28,24,21,18,0
2022,Jun,WHI04,"1C: The World Divided: Superpower Relations, 1 943-90",50,35.0,31,28,25,22,19,0
2022,Jun,WHI04,"1D: The Cold War and Hot War in Asia, 1945-90",50,36.0,32,28,25,22,19,0
2022,Jun,WIT11,Unit 1,80,,45,40,35,31,27,0
2022,Jun,WIT12,Unit 2,80,,39,33,27,22,17,0
2022,Jun,WIT13,Unit 3,80,46.0,42,38,34,30,27,0
2022,Jun,WIT14,Unit 4,80,56.0,48,40,32,25,18,0
2022,Jun,WMA11,P1: Pure Mathematics 1,75,,41,34,27,21,15,0
2022,Jun,WMA12,P2: Pure Mathematics 2,75,,42,35,28,21,14,0
2022,Jun,WMA13,P3: Pure Mathematics 3,75,60.0,47,39,31,23,16,0
2022,Jun,WMA14,P4: Pure Mathematics 4,75,60.0,48,39,30,22,14,0
2022,Jun,WME01,M1: Mechanics 1,75,,49,40,32,24,16,0
2022,Jun,WME02,M2: Mechanics 2,75,66.0,57,48,40,32,24,0
2022,Jun,WME03,M3: Mechanics 3,75,67.0,55,46,37,28,20,0
2022,Jun,WPH11,Unit 1: Mechanics and Materials,80,,43,38,33,28,23,0
2022,Jun,WPH12,Unit 2: Waves and Electricity,80,,49,42,35,29,23,0
2022,Jun,WPH13,Unit 3: Practical Skills in Physics I,50,,30,26,23,20,17,0
2022,Jun,WPH14,"Unit 4: Further Mechanics, Fields and Particles",90,62.0,48,41,34,28,22,0
2022,Jun,WPH15,"Unit 5: Thermodynamics, Radiation, Oscillations and Cosmology",90,63.0,54,48,43,38,33,0
2022,Jun,WPH16,Unit 6: Practical Skills in Physics II,50,34.0,28,24,20,17,14,0
2022,Jun,WPS01,Unit 1: Social and cognitive psychology,64,,24,21,18,15,12,0
2022,Jun,WPS02,"Unit 2: Biological psychology, learning theories and development",96,,33,26,20,14,8,0
2022,Jun,WPS03,Unit 3: Applications of psychology,64,35.0,30,25,20,16,12,0
2022,Jun,WPS04,Unit 4: Clinical psychology and psychological skills,96,46.0,37,30,24,18,12,0
2022,Jun,WSP01,Unit 1: Spoken Expression and Response,40,,29,25,21,17,14,0
2022,Jun,WSP02,Unit 2: Understanding and Written Response,90,,72,64,56,48,40,0
2022,Jun,WSP03,Unit 3: Understanding and Spoken Response,40,32.0,28,24,20,16,13,0
2022,Jun,WSP04,"Unit 4: Research, Understanding and Written Response",90,74.0,65,54,43,33,23,0
2022,Jun,WST01,S1: Statistics 1,75,,48,39,31,23,15,0
2022,Jun,WST02,S2: Statistics 2,75,52.0,38,30,23,16,9,0
2022,Jun,WST03,S3: Statistics 3,75,58.0,50,41,32,24,16,0
2022,Jun,YLA1,Law (Papers 1 & 2),200,116.0,91,80,69,58,47,0
2022,Oct,WAC11,Unit 1: The Accounting System and Costing,200,,102,83,64,45,26,0
2022,Oct,WAC12,Unit 2: Corporate and Management Accounting,200,157.0,127,106,85,64,43,0
2022,Oct,WBI11,"Unit 1: Molecules, Diet, Transport and Health",80,,37,32,27,23,19,0
2022,Oct,WBI12,"Unit 2: Cells, Development, Biodiversity and Conservation",80,,45,41,37,33,29,0
2022,Oct,WBI13,Unit 3: Practical Skills in Biology I,50,,31,26,22,18,14,0
2022,Oct,WBI14,"Unit 4: Energy, Environment, Microbiology and Immunity",90,45.0,39,36,33,30,28,0
2022,Oct,WBI15,"Unit 5: Respiration, Internal Environment, Coordination and Gene",90,46.0,39,35,31,27,23,0
2022,Oct,WBI16,Unit 6: Practical Skills in Biology II,50,36.0,31,26,21,16,12,0
2022,Oct,WBS11,Unit 1: Marketing and People,80,,50,44,38,32,27,0
2022,Oct,WBS12,Unit 2: Managing Business Activities,80,,41,35,30,25,20,0
2022,Oct,WBS13,Unit 3: Business Decisions And Strategy,80,50.0,41,35,29,23,18,0
2022,Oct,WBS14,Unit 4: Global Business,80,51.0,41,35,29,23,17,0
2022,Oct,WCH11,"Unit 1: Structure, Bonding and Introducttion to Organic Chemistry",80,,46,40,34,28,22,0
2022,Oct,WCH12,"Unit 2: Energetics, Group Chemistry, Halogenoalkanes and Alcohol",80,,48,41,34,27,20,0
2022,Oct,WCH13,Unit 3: Practical Skills in Chemistry I,50,,27,23,19,15,12,0
2022,Oct,WCH14,"Unit 4: Rates, Equilibria and Further Organic Chemistry",90,69.0,55,47,39,31,23,0
2022,Oct,WCH15,Unit 5: Transition Metals and Organic Nitrogen Chemistry,90,57.0,43,36,29,23,17,0
2022,Oct,WCH16,Unit 6: Practical Skills in Chemistry II,50,34.0,25,21,17,13,10,0
2022,Oct,WEC11,Unit 1: Markets in Action,80,,52,45,39,33,27,0
2022,Oct,WEC12,Unit 2: Macroeconomic Performance and Policy,80,,50,43,36,29,23,0
2022,Oct,WEC13,Unit 3: Business Behaviour,80,56.0,49,43,37,31,25,0
2022,Oct,WEC14,Unit 4: Developments in the Global Economy,80,60.0,52,45,39,33,27,0
2022,Oct,WMA11,P1: Pure Mathematics 1,75,,51,43,35,27,20,0
2022,Oct,WMA12,P2: Pure Mathematics 2,75,,47,40,33,26,19,0
2022,Oct,WMA13,P3: Pure Mathematics 3,75,60.0,47,39,31,23,16,0
2022,Oct,WMA14,P4: Pure Mathematics 4,75,60.0,48,39,30,22,14,0
2022,Oct,WME01,M1: Mechanics 1,75,,48,39,30,21,13,0
2022,Oct,WME02,M2: Mechanics 2,75,68.0,59,50,41,32,24,0
2022,Oct,WPH11,Unit 1: Mechanics and Materials,80,,43,38,33,28,23,0
2022,Oct,WPH12,Unit 2: Waves and Electricity,80,,49,42,35,29,23,0
2022,Oct,WPH13,Unit 3: Practical Skills in Physics I,50,,30,27,24,21,18,0
2022,Oct,WPH14,"Unit 4: Further Mechanics, Fields and Particles",90,62.0,48,41,34,28,22,0
2022,Oct,WPH15,"Unit 5: Thermodynamics, Radiation, Oscillations and Cosmology",90,63.0,54,48,43,38,33,0
2022,Oct,WPH16,Unit 6: Practical Skills in Physics II,50,35.0,29,25,21,18,15,0
2022,Oct,WST01,S1: Statistics 1,75,,48,39,30,21,13,0
2022,Oct,WST02,S2: Statistics 2,75,60.0,46,39,32,25,18,0
2023,Jan,WAA01,Unit 1: Understanding and Written Response,80,,49,41,33,25,18,0
2023,Jan,WAA02,Unit 2: Writing and Research,80,63.0,57,48,39,31,23,0
2023,Jan,WAC11,Unit 1: The Accounting System and Costing,200,,102,83,64,45,26,0
2023,Jan,WAC12,Unit 2: Corporate and Management Accounting,200,157.0,127,106,85,64,43,0
2023,Jan,WBI11,"Unit 1: Molecules, Diet, Transport and Health",80,,37,32,27,23,19,0
2023,Jan,WBI12,"Unit 2: Cells, Development, Biodiversity and Conservation",80,,45,41,37,33,29,0
2023,Jan,WBI13,Unit 3: Practical Skills in Biology I,50,,31,26,22,18,14,0
2023,Jan,WBI14,"Unit 4: Energy, Environment, Microbiology and Immunity",90,45.0,39,36,33,30,28,0
2023,Jan,WBI15,"Unit 5: Respiration, Internal Environment, Coordination and Gene",90,46.0,39,35,31,27,23,0
2023,Jan,WBI16,Unit 6: Practical Skills in Biology II,50,36.0,31,26,21,16,11,0
2023,Jan,WBS11,Unit 1: Marketing and People,80,,50,44,38,32,27,0
2023,Jan,WBS12,Unit 2: Managing Business Activities,80,,41,35,30,25,20,0
2023,Jan,WBS13,Unit 3: Business Decisions And Strategy,80,50.0,41,35,29,23,18,0
2023,Jan,WBS14,Unit 4: Global Business,80,51.0,41,35,29,23,17,0
2023,Jan,WCH11,"Unit 1: Structure, Bonding and Introducttion to Organic Chemistry",80,,46,40,34,28,22,0
2023,Jan,WCH12,"Unit 2: Energetics, Group Chemistry, Halogenoalkanes and Alcohol",80,,45,38,31,24,17,0
