SubjectCode,Subject,Series,Component,MaxRawMark,A,B,C,D,E
9686,Urdu A Level,november-2024,04,75,56,50,45,40,36
8686,Urdu Language AS Level,november-2024,02,70,58,51,45,39,33
8686,Urdu Language AS Level,november-2024,03,40,28,24,20,17,14
9706,Accounting,june-2024,11,30,21,17,14,12,10
9706,Accounting,june-2024,12,30,21,17,14,12,10
9706,Accounting,june-2024,13,30,21,17,14,12,10
9706,Accounting,june-2024,21,90,62,51,41,30,19
9706,Accounting,june-2024,22,90,62,51,41,30,19
9706,Accounting,june-2024,23,90,62,51,41,30,19
9706,Accounting,june-2024,31,75,42,33,29,25,21
9706,Accounting,june-2024,32,75,42,33,29,25,21
9706,Accounting,june-2024,33,75,42,33,29,25,21
9706,Accounting,june-2024,41,50,31,28,24,19,15
9706,Accounting,june-2024,42,50,31,28,24,19,15
9706,Accounting,june-2024,43,50,31,28,24,19,15
9680,Arabic A Level,june-2024,22,70,41,35,29,23,17
9680,Arabic A Level,june-2024,32,40,33,29,25,21,17
9680,Arabic A Level,june-2024,42,75,53,48,44,40,36
9680,Arabic A Level,june-2024,52,40,34,30,26,22,19
8680,Arabic Language AS Level,june-2024,22,70,35,29,23,17,11
8680,Arabic Language AS Level,june-2024,32,40,29,25,21,17,13
9479,Art and Design,june-2024,01,100,75,65,55,45,35
9479,Art and Design,june-2024,02,100,72,62,52,42,32
9479,Art and Design,june-2024,03,100,75,65,55,45,35
9484,Biblical Studies,june-2024,12,50,35,32,28,25,22
9484,Biblical Studies,june-2024,22,50,32,29,26,23,20
9484,Biblical Studies,june-2024,32,50,33,29,25,21,18
9484,Biblical Studies,june-2024,42,50,38,33,29,24,19
9700,Biology,june-2024,11,40,33,30,26,22,19
9700,Biology,june-2024,12,40,30,25,22,19,17
9700,Biology,june-2024,13,40,32,29,25,22,19
9700,Biology,june-2024,21,60,38,35,29,24,18
9700,Biology,june-2024,22,60,32,27,21,16,10
9700,Biology,june-2024,23,60,39,35,30,25,19
9700,Biology,june-2024,31,40,33,31,29,26,24
9700,Biology,june-2024,32,40,34,32,29,26,24
9700,Biology,june-2024,33,40,28,24,22,20,18
9700,Biology,june-2024,34,40,33,29,28,25,23
9700,Biology,june-2024,35,40,31,29,26,24,22
9700,Biology,june-2024,41,100,68,58,50,42,33
9700,Biology,june-2024,42,100,63,54,46,37,28
9700,Biology,june-2024,43,100,64,54,46,37,28
9700,Biology,june-2024,51,30,22,19,17,15,13
9700,Biology,june-2024,52,30,16,13,11,9,7
9700,Biology,june-2024,53,30,22,19,16,14,12
9609,Business,june-2024,11,40,35,33,30,28,26
9609,Business,june-2024,12,40,36,34,31,28,25
9609,Business,june-2024,13,40,35,33,30,28,26
9609,Business,june-2024,21,60,43,39,36,32,28
9609,Business,june-2024,22,60,42,36,31,26,21
9609,Business,june-2024,23,60,40,36,31,26,21
9609,Business,june-2024,31,60,43,39,34,29,24
9609,Business,june-2024,32,60,37,35,32,29,25
9609,Business,june-2024,33,60,44,40,36,31,25
9609,Business,june-2024,41,40,31,29,26,23,20
9609,Business,june-2024,42,40,22,20,18,16,14
9609,Business,june-2024,43,40,30,28,24,20,17
9609,Business,june-2024,50,75,54,45,36,27,18
9609,Business,june-2024,60,75,54,45,36,27,18
9980,Cambridge International Project,june-2024,01,80,57,50,43,36,30
9701,Chemistry,june-2024,11,40,29,27,22,17,13
9701,Chemistry,june-2024,12,40,27,24,20,15,11
9701,Chemistry,june-2024,13,40,29,27,22,17,13
9701,Chemistry,june-2024,21,60,36,28,22,17,11
9701,Chemistry,june-2024,22,60,38,27,22,17,11
9701,Chemistry,june-2024,23,60,38,27,21,16,11
9701,Chemistry,june-2024,31,40,24,22,18,14,11
9701,Chemistry,june-2024,32,40,25,23,19,15,11
9701,Chemistry,june-2024,33,40,25,20,17,14,11
9701,Chemistry,june-2024,34,40,23,18,15,12,9
9701,Chemistry,june-2024,35,40,25,20,17,14,11
9701,Chemistry,june-2024,41,100,63,52,43,32,21
9701,Chemistry,june-2024,42,100,63,51,41,31,20
9701,Chemistry,june-2024,43,100,63,52,43,32,21
9701,Chemistry,june-2024,51,30,20,17,14,11,8
9701,Chemistry,june-2024,52,30,20,17,14,11,9
9701,Chemistry,june-2024,53,30,20,17,14,11,8
9868,Chinese Language and Literature A Level,june-2024,12,40,33,30,27,23,18
9868,Chinese Language and Literature A Level,june-2024,22,40,30,26,22,18,15
9868,Chinese Language and Literature A Level,june-2024,32,40,28,24,20,17,14
8238,Chinese Language AS Level,june-2024,04,65,52,48,42,37,32
8238,Chinese Language AS Level,june-2024,12,40,31,27,23,18,14
8238,Chinese Language AS Level,june-2024,22,40,31,27,23,18,13
8238,Chinese Language AS Level,june-2024,32,40,32,28,24,21,18
9618,Computer Science,june-2024,11,75,47,40,35,27,20
9618,Computer Science,june-2024,12,75,47,40,34,27,20
9618,Computer Science,june-2024,13,75,47,40,35,27,20
9618,Computer Science,june-2024,21,75,47,40,33,27,21
9618,Computer Science,june-2024,22,75,47,40,33,27,21
9618,Computer Science,june-2024,23,75,47,40,33,27,21
9618,Computer Science,june-2024,31,75,47,41,33,25,16
9618,Computer Science,june-2024,32,75,47,41,33,25,16
9618,Computer Science,june-2024,33,75,47,41,33,25,16
9618,Computer Science,june-2024,41,75,50,39,30,22,14
9618,Computer Science,june-2024,42,75,50,39,30,22,14
9618,Computer Science,june-2024,43,75,50,39,30,22,14
9705,Design and Technology,june-2024,02,40,32,28,24,20,16
9705,Design and Technology,june-2024,04,40,34,28,24,20,16
9705,Design and Technology,june-2024,11,120,100,94,86,79,72
9705,Design and Technology,june-2024,12,120,100,94,86,79,72
9705,Design and Technology,june-2024,31,120,98,93,85,79,71
9705,Design and Technology,june-2024,32,120,98,93,85,79,71
9481,Digital Media & Design,june-2024,01,100,70,60,49,38,28
9481,Digital Media & Design,june-2024,02,100,70,60,49,39,28
9481,Digital Media & Design,june-2024,03,100,70,60,50,39,28
9482,Drama,june-2024,02,60,50,44,37,31,25
9482,Drama,june-2024,03,60,51,45,39,33,26
9482,Drama,june-2024,04,60,48,39,33,26,20
9482,Drama,june-2024,11,60,39,34,29,24,19
9482,Drama,june-2024,12,60,39,34,29,24,19
9482,Drama,june-2024,13,60,39,34,29,24,19
9708,Economics,june-2024,11,30,24,20,16,13,10
9708,Economics,june-2024,12,30,23,20,17,14,11
9708,Economics,june-2024,13,30,24,20,17,14,11
9708,Economics,june-2024,21,60,26,22,18,13,9
9708,Economics,june-2024,22,60,23,20,17,14,12
9708,Economics,june-2024,23,60,24,20,16,12,9
9708,Economics,june-2024,31,30,24,21,19,16,14
9708,Economics,june-2024,32,30,23,21,19,17,15
9708,Economics,june-2024,33,30,24,21,19,16,14
9708,Economics,june-2024,41,60,38,32,29,26,22
9708,Economics,june-2024,42,60,35,31,28,25,21
9708,Economics,june-2024,43,60,38,32,29,26,22
9708,Economics,june-2024,50,75,47,40,34,28,22
9708,Economics,june-2024,60,75,55,47,38,29,20
8021,English General Paper AS Level,june-2024,11,30,22,19,17,15,13
8021,English General Paper AS Level,june-2024,12,30,22,19,17,15,13
8021,English General Paper AS Level,june-2024,13,30,22,19,17,15,13
8021,English General Paper AS Level,june-2024,21,50,27,25,22,19,16
8021,English General Paper AS Level,june-2024,22,50,30,28,26,23,20
8021,English General Paper AS Level,june-2024,23,50,25,23,21,18,16
9093,English Language A Level,june-2024,11,50,35,30,26,22,19
9093,English Language A Level,june-2024,12,50,35,30,26,22,19
9093,English Language A Level,june-2024,13,50,35,30,26,22,19
9093,English Language A Level,june-2024,21,50,33,28,25,22,18
9093,English Language A Level,june-2024,22,50,33,28,25,22,18
9093,English Language A Level,june-2024,23,50,33,28,25,22,18
9093,English Language A Level,june-2024,31,50,35,30,25,20,15
9093,English Language A Level,june-2024,32,50,35,30,25,20,15
9093,English Language A Level,june-2024,33,50,35,30,25,20,15
9093,English Language A Level,june-2024,41,50,36,30,26,21,16
9093,English Language A Level,june-2024,42,50,36,30,26,21,16
9093,English Language A Level,june-2024,43,50,36,30,26,21,16
9093,English Language A Level,june-2024,50,75,54,45,36,27,18
9093,English Language A Level,june-2024,60,75,54,45,36,27,18
8291,Environmental Management AS Level,june-2024,11,80,53,45,40,36,31
8291,Environmental Management AS Level,june-2024,12,80,54,46,41,36,31
8291,Environmental Management AS Level,june-2024,13,80,54,46,41,36,31
8291,Environmental Management AS Level,june-2024,21,80,53,47,41,35,30
8291,Environmental Management AS Level,june-2024,22,80,54,48,42,36,31
8291,Environmental Management AS Level,june-2024,23,80,54,48,42,36,31
9716,French A Level,june-2024,01,100,78,68,60,53,46
9716,French A Level,june-2024,21,70,39,32,28,24,20
9716,French A Level,june-2024,22,70,39,32,28,24,20
9716,French A Level,june-2024,23,70,39,32,28,24,20
9716,French A Level,june-2024,31,40,29,25,21,18,15
9716,French A Level,june-2024,32,40,29,25,21,18,15
9716,French A Level,june-2024,33,40,29,25,21,18,15
9716,French A Level,june-2024,41,75,56,50,45,39,33
9716,French A Level,june-2024,42,75,56,50,45,39,33
9716,French A Level,june-2024,43,75,56,50,45,39,33
8682,French Language AS Level,june-2024,01,100,68,60,53,46,39
8682,French Language AS Level,june-2024,21,70,32,28,24,20,16
8682,French Language AS Level,june-2024,22,70,32,28,24,20,16
8682,French Language AS Level,june-2024,23,70,32,28,24,20,16
8682,French Language AS Level,june-2024,31,40,25,21,18,15,12
8682,French Language AS Level,june-2024,32,40,25,21,18,15,12
8682,French Language AS Level,june-2024,33,40,25,21,18,15,12
9231,Further Mathematics A Level,june-2024,11,75,53,40,34,27,20
9231,Further Mathematics A Level,june-2024,12,75,53,40,34,27,20
9231,Further Mathematics A Level,june-2024,13,75,53,40,33,27,20
9231,Further Mathematics A Level,june-2024,21,75,65,50,44,38,31
9231,Further Mathematics A Level,june-2024,22,75,65,50,44,38,31
9231,Further Mathematics A Level,june-2024,23,75,65,50,44,38,31
9231,Further Mathematics A Level,june-2024,31,50,23,17,13,10,7
9231,Further Mathematics A Level,june-2024,32,50,23,17,13,10,7
9231,Further Mathematics A Level,june-2024,33,50,32,24,20,16,12
9231,Further Mathematics A Level,june-2024,41,50,41,33,26,19,13
9231,Further Mathematics A Level,june-2024,42,50,41,33,26,19,13
9231,Further Mathematics A Level,june-2024,43,50,41,33,26,19,13
9696,Geography,june-2024,11,60,35,31,27,23,19
9696,Geography,june-2024,12,60,36,32,28,24,20
9696,Geography,june-2024,13,60,36,32,28,24,20
9696,Geography,june-2024,21,60,32,28,24,20,16
9696,Geography,june-2024,22,60,34,30,25,21,17
9696,Geography,june-2024,23,60,34,30,25,21,17
9696,Geography,june-2024,31,60,31,27,24,20,17
9696,Geography,june-2024,32,60,33,28,25,21,18
9696,Geography,june-2024,33,60,33,28,25,21,18
9696,Geography,june-2024,41,60,32,27,24,21,17
9696,Geography,june-2024,42,60,32,27,24,21,17
9696,Geography,june-2024,43,60,32,27,24,21,17
9717,German A Level,june-2024,01,100,78,68,60,53,46
9717,German A Level,june-2024,02,70,55,49,43,37,30
9717,German A Level,june-2024,03,40,32,28,24,20,17
9717,German A Level,june-2024,04,75,52,47,43,39,35
8683,German Language AS Level,june-2024,01,100,68,60,53,46,39
8683,German Language AS Level,june-2024,02,70,49,42,36,30,24
8683,German Language AS Level,june-2024,03,40,28,24,20,17,14
9239,Global Perspectives & Research,june-2024,02,40,29,26,23,21,19
9239,Global Perspectives & Research,june-2024,03,40,27,25,23,21,19
9239,Global Perspectives & Research,june-2024,04,85,56,49,42,35,28
9239,Global Perspectives & Research,june-2024,11,45,32,30,28,25,23
9239,Global Perspectives & Research,june-2024,12,45,34,32,30,28,26
9239,Global Perspectives & Research,june-2024,13,45,34,32,30,28,26
9487,Hinduism,june-2024,01,60,43,36,29,22,15
9487,Hinduism,june-2024,02,60,41,34,27,21,15
9487,Hinduism,june-2024,03,60,42,35,28,21,14
9487,Hinduism,june-2024,04,60,43,36,29,22,15
9489,History,june-2024,11,40,23,19,16,14,12
9489,History,june-2024,12,40,23,20,17,15,13
9489,History,june-2024,13,40,23,20,17,15,13
9489,History,june-2024,21,60,38,33,30,25,21
9489,History,june-2024,22,60,39,32,29,24,20
9489,History,june-2024,23,60,39,32,29,24,20
9489,History,june-2024,31,40,30,27,23,20,17
9489,History,june-2024,32,40,30,27,23,20,17
9489,History,june-2024,33,40,30,27,23,20,17
9489,History,june-2024,41,60,43,38,34,28,23
9489,History,june-2024,42,60,43,38,34,28,23
9489,History,june-2024,43,60,43,38,34,28,23
9489,History,june-2024,50,75,54,45,36,27,18
9489,History,june-2024,60,75,54,45,36,27,18
9626,Information Technology,june-2024,02,90,58,54,49,43,36
9626,Information Technology,june-2024,04,90,59,50,42,33,23
9626,Information Technology,june-2024,11,70,34,28,25,23,21
9626,Information Technology,june-2024,12,70,33,27,24,22,20
9626,Information Technology,june-2024,13,70,40,33,30,27,25
9626,Information Technology,june-2024,31,70,41,32,26,20,15
9626,Information Technology,june-2024,32,70,41,32,26,20,15
9626,Information Technology,june-2024,33,70,41,32,26,20,15
9488,Islamic Studies,june-2024,12,50,39,34,29,25,21
9488,Islamic Studies,june-2024,22,50,38,33,29,25,21
9488,Islamic Studies,june-2024,32,50,37,32,27,23,17
9488,Islamic Studies,june-2024,42,50,37,32,28,23,19
8695,Language and Literature in English AS Level,june-2024,11,50,33,28,25,22,18
8695,Language and Literature in English AS Level,june-2024,12,50,33,28,25,22,18
8695,Language and Literature in English AS Level,june-2024,13,50,33,28,25,22,18
8695,Language and Literature in English AS Level,june-2024,21,50,36,32,28,24,20
8695,Language and Literature in English AS Level,june-2024,22,50,36,32,28,24,20
8695,Language and Literature in English AS Level,june-2024,23,50,36,32,28,24,20
9084,Law,june-2024,11,75,48,42,33,25,16
9084,Law,june-2024,12,75,48,42,33,24,16
9084,Law,june-2024,13,75,48,42,33,25,16
9084,Law,june-2024,21,60,40,33,30,27,25
9084,Law,june-2024,22,60,42,34,31,28,25
9084,Law,june-2024,23,60,40,33,30,27,25
9084,Law,june-2024,31,75,45,41,35,29,24
9084,Law,june-2024,32,75,45,41,35,29,24
9084,Law,june-2024,33,75,45,41,35,29,24
9084,Law,june-2024,41,75,43,39,34,30,24
9084,Law,june-2024,42,75,43,39,34,30,24
9084,Law,june-2024,43,75,43,39,34,30,24
9695,Literature in English,june-2024,11,50,36,32,28,24,20
9695,Literature in English,june-2024,12,50,36,32,28,24,20
9695,Literature in English,june-2024,13,50,36,32,28,24,20
9695,Literature in English,june-2024,21,50,35,31,26,22,18
9695,Literature in English,june-2024,22,50,35,31,26,22,18
9695,Literature in English,june-2024,23,50,35,31,26,22,18
9695,Literature in English,june-2024,31,50,37,31,27,23,19
9695,Literature in English,june-2024,32,50,37,31,27,23,19
9695,Literature in English,june-2024,33,50,37,31,27,23,19
9695,Literature in English,june-2024,41,50,40,34,29,24,19
9695,Literature in English,june-2024,42,50,40,34,29,24,19
9695,Literature in English,june-2024,43,50,40,34,29,24,19
9695,Literature in English,june-2024,50,75,54,45,36,27,18
9695,Literature in English,june-2024,60,75,54,45,36,27,18
9693,Marine Science,june-2024,11,75,47,36,30,22,16
9693,Marine Science,june-2024,12,75,52,42,35,28,21
9693,Marine Science,june-2024,13,75,52,42,35,28,21
9693,Marine Science,june-2024,21,75,47,38,33,27,21
9693,Marine Science,june-2024,22,75,46,37,31,26,21
9693,Marine Science,june-2024,23,75,46,37,31,26,21
9693,Marine Science,june-2024,31,75,47,39,32,26,18
9693,Marine Science,june-2024,32,75,48,40,33,27,19
9693,Marine Science,june-2024,33,75,48,40,33,27,19
9693,Marine Science,june-2024,41,75,50,43,36,28,21
9693,Marine Science,june-2024,42,75,56,49,42,33,26
9693,Marine Science,june-2024,43,75,56,49,42,33,26
9709,Mathematics,june-2024,11,75,50,44,34,23,12
9709,Mathematics,june-2024,12,75,60,49,36,24,12
9709,Mathematics,june-2024,13,75,58,48,36,24,12
9709,Mathematics,june-2024,21,50,41,34,27,21,15
9709,Mathematics,june-2024,22,50,40,33,27,20,13
9709,Mathematics,june-2024,23,50,40,33,27,20,13
9709,Mathematics,june-2024,31,75,48,39,31,23,14
9709,Mathematics,june-2024,32,75,48,39,30,23,14
9709,Mathematics,june-2024,33,75,54,45,37,29,20
9709,Mathematics,june-2024,41,50,39,34,27,20,13
9709,Mathematics,june-2024,42,50,36,30,25,18,12
9709,Mathematics,june-2024,43,50,39,32,25,18,10
9709,Mathematics,june-2024,51,50,37,32,25,18,12
9709,Mathematics,june-2024,52,50,36,30,24,17,11
9709,Mathematics,june-2024,53,50,44,39,32,25,18
9709,Mathematics,june-2024,61,50,40,34,28,21,15
9709,Mathematics,june-2024,62,50,39,33,28,21,16
9709,Mathematics,june-2024,63,50,42,36,30,24,18
9607,Media Studies,june-2024,01,50,40,35,30,25,20
9607,Media Studies,june-2024,03,50,40,35,30,25,20
9607,Media Studies,june-2024,21,50,38,33,29,25,21
9607,Media Studies,june-2024,22,50,38,33,29,25,21
9607,Media Studies,june-2024,23,50,38,33,29,25,21
9607,Media Studies,june-2024,41,60,46,40,35,30,24
9607,Media Studies,june-2024,42,60,46,40,35,30,24
9607,Media Studies,june-2024,43,60,46,40,35,30,24
9483,Music,june-2024,02,100,75,65,56,48,40
9483,Music,june-2024,03,100,80,70,60,50,40
9483,Music,june-2024,04,100,80,70,60,50,40
9483,Music,june-2024,05,100,80,70,60,50,40
9483,Music,june-2024,11,100,70,57,49,40,31
9483,Music,june-2024,12,100,70,57,49,40,31
9483,Music,june-2024,13,100,70,57,49,40,31
9702,Physics,june-2024,11,40,32,29,26,22,18
9702,Physics,june-2024,12,40,30,26,22,19,15
9702,Physics,june-2024,13,40,31,28,24,21,18
9702,Physics,june-2024,21,60,41,37,31,25,18
9702,Physics,june-2024,22,60,46,39,31,24,16
9702,Physics,june-2024,23,60,43,37,31,24,16
9702,Physics,june-2024,31,40,30,27,24,21,19
9702,Physics,june-2024,32,40,32,30,27,24,22
9702,Physics,june-2024,33,40,31,28,25,22,19
9702,Physics,june-2024,34,40,32,29,26,23,21
9702,Physics,june-2024,35,40,32,28,25,23,21
9702,Physics,june-2024,41,100,61,49,39,29,18
9702,Physics,june-2024,42,100,64,52,42,31,19
9702,Physics,june-2024,43,100,61,49,39,29,18
9702,Physics,june-2024,51,30,19,16,13,10,8
9702,Physics,june-2024,52,30,20,16,13,10,8
9702,Physics,june-2024,53,30,19,16,13,10,8
9718,Portuguese A Level,june-2024,01,100,78,68,61,54,48
9718,Portuguese A Level,june-2024,02,70,48,43,38,32,26
9718,Portuguese A Level,june-2024,03,40,32,28,24,20,17
9718,Portuguese A Level,june-2024,04,75,55,48,43,39,35
8684,Portuguese Language AS Level,june-2024,01,100,68,61,54,48,42
8684,Portuguese Language AS Level,june-2024,02,70,43,37,31,26,21
8684,Portuguese Language AS Level,june-2024,03,40,28,24,20,17,14
9990,Psychology,june-2024,11,60,38,34,30,26,21
9990,Psychology,june-2024,12,60,38,33,28,24,20
9990,Psychology,june-2024,13,60,38,33,29,25,20
9990,Psychology,june-2024,21,60,39,36,32,28,25
